"id","name","source_from","source_id","ip_id","policies","licenses","image_url"
clu0rwy2j0004ih1n7hw17q80,Scarecrow,character,clu0rwrki0004h51n4c56hg4q,"0xA67578BE7372758cAab1e6f0470CEB37862c7e7E",,,https://arweave.net/MYKsoKSC9u_jqJhtg9yJ1dgQkBmLOlyA0DTDVAJ1zxo
clu0rwy2j0005ih1n42ay8wft,Tin Woodman,character,clu0rwrki0005h51n7i9ydweq,"0x97E47EECb2EB8e167eba978425D706cf4432f6E8",,,https://arweave.net/72uSLfideImzIKWlhTweWnJSY4RxT7TWqMUr4Vylzd8
clu0rwy2j0006ih1n6h286uz4,Toto,character,clu0rwrki0006h51ng8pxf7hg,"0xB82c0F918eB248498c877457A17EBD01fCf906ba",,,https://arweave.net/GGnIa5vlaFcKQYvFLJ_9Lk39Gn56Qu5dJza9UmvJ-3s
clu0rwy2j0007ih1neye94xle,Winkies,character,clu0rwrki0007h51n0p53fxx0,"0x969FB8DfFF4b504F311D82441Ea7fB48AA330377",,,https://arweave.net/GTcaqV-V9ZhrqecOgR_OEwbP2tOhTxPr6UI6XtF863U
clu0rwy2j0008ih1n9gok1pvc,Witch,character,clu0rwrki0008h51nd0blcz4f,"0xf554516b6b1f92671a03141C5D883F63c73cEd28",,,https://arweave.net/ve-OBHS91M4Wxtf7nfKQkPvJqC_n8jzxNqMuMJR8sxs
clu0rwy2j0009ih1n87j3bl7n,Woodman,character,clu0rwrki0009h51n6rk5boej,"0xc0b4f05C8127F200ef5175452a9f622322B0B075",,,https://arweave.net/1XuClYToIqHuNyWEZBOOmWLGt8NacO14zfFHJd5sXFU
clu0u2yon0000tm1n8quzffe5,Arthur,character,clu0u2o0e0000s91nhyfv5ush,"0xbd4f7e0126A5d01f9402bc5C5Bf1fA9AF3488Cc2",,,https://arweave.net/ROdXMzJt0zGyvRD4heEVHanvtpe9sp6l-DqBizKZnLM
clu0u2yon0001tm1n33alefly,Godalming,character,clu0u2o0f0001s91n4p61cc5k,"0xbd4f7e0126A5d01f9402bc5C5Bf1fA9AF3488Cc2",,,https://arweave.net/eyhgMqhEOqzYyokrH1TsEJlhL1_yt_tlGVq-rAuyRQ8
clu0u2yon0002tm1ngngebjfv,Harker,character,clu0u2o0f0002s91n560g8dgx,"0xc428389eD808C92feCdE208A1EE540de46CB1b06",,,https://arweave.net/3TPxMlpqEcoJR2A4Uqq0MtgHzYd6G9D72Pu_TNXsBmc
clu0u2yoo0003tm1nbtcve6o6,John,character,clu0u2o0f0003s91nbpqo18xa,"0x866317f837C24D75E5e64b7dC0e821A637d09045",,,https://arweave.net/j0aqHVKdUmrLtZQ-vDMuIXBCFEcVDGO1WMkrHBi8ikU
clu0u2yoo0004tm1n4d0fdwsi,Jonathan,character,clu0u2o0f0004s91n7yisbisi,"0xA03a29c078b3c5b2c443DaAe7a928635f232Ec59",,,https://arweave.net/hMNT4MT5RFP1cwJ5ptcLNrEKt9ppdI_eFEZJfXdZ41k
clu0u2yoo0005tm1n876p13gl,Lucy,character,clu0u2o0g0005s91ngjhbfa73,"0x8B3c172d8A289F0f4a7eA1096f4D91eD57B75bB4",,,https://arweave.net/Ssf-AscGqC78FytSW7wgEkeNEwlHD6oRr911IAw42uk
clu0u2yoo0006tm1n2ne48mr2,Mina,character,clu0u2o0g0006s91nd8pc4fo0,"0xB17885ba1c45B05f4Ffc8cCe36C5657AcBBbb94f",,,https://arweave.net/N3aXtYzRFsjP0_tlblyV3ghvOWfqNzV0ANBskDcwhVI
clu0u2yoo0007tm1ngyve5ix7,Quincey,character,clu0u2o0g0007s91n11bu6fpo,"0xc397f1006983e1bF077aEeA5cA42578CCB54f692",,,https://arweave.net/GUsL_1CdavmM6PsIZDPVFe5nQWAIb1kona1wJ60CQvs
clu0u2yoo0008tm1nc0fg6z91,Seward,character,clu0u2o0g0008s91n8q8wgxyl,"0x605341d3AFd17cb4Fd3b6e8213Edc587ea1e015F",,,https://arweave.net/wEvVEVT8i0jw43tmCPmJ90nwmb4elqk-vLkyLCCxqFg
clu0u2yoo0009tm1n4gx2czwa,Van Helsing,character,clu0u2o0g0009s91n4l9ya26o,"0x98058CdDFE194f74E889F8cEfbB60e2B66934184",,,https://arweave.net/ODy3DNMGpQdfzq6GKh9T3H8u35ypfC2nmwA5YEWkLYc
clu0yll3v0000dl1n6tyxhhpk,Bennet,character,clu0x2c6u0000a91n2f412cdp,"0xA271308168898da2c8b14F69b72c854fC1e3c305",,,https://arweave.net/W1jSS0TcGhshX0g3kl8_4Hg_KXIKkgD5SOxPT8eDpvE
clu0yll3v0001dl1n7u393dhn,Bingley,character,clu0x2c6v0001a91navbngb0b,"0x282B1E79CB8B1c157D4A40a1C0B0F8844D96F504",,,https://arweave.net/fIRQCOdbRKsyg4n271jNjLacGLp1fiQNEYvKUvvWt-c
clu0yll3w0002dl1nayw2639o,Catherine,character,clu0x2c6v0002a91nf4r45jt8,"0xef5520579c839a7cF67F3Fd65b3f055F03341b1E",,,https://arweave.net/huK0_3j0xWsMZj9ky52YoV1I3bwaU-t2iMx__oeyKlY
clu0yll3w0003dl1n86w1avna,Collins,character,clu0x2c6v0003a91n6ndo981t,"0x7a80FFa881C837Ba1c44be0BB615D94b566b5D9F",,,https://arweave.net/Icny7FXyTMNG6S8ozdHsXzMO3H8OS1gOqj-8dcKmIqc
clu0yll3w0004dl1n590s2duu,Darcy,character,clu0x2c6v0004a91nbe1eaj4z,"0x37408b383D04a6A2CcD30e93541a54df4D1388bA",,,https://arweave.net/jI6u8nhaZitApfC-egkRF7GB5ZlcyQtyCR6gzw75wdE
clu0yll3w0005dl1n6wtc3lhu,Elizabeth,character,clu0x2c6v0005a91nes42gz0w,"0x4494D8995877F40e8b4Eb98F1513cf9e34c8bAD5",,,https://arweave.net/utFvaK9BfbO9-b1Z4hxuR2j4FuL4w2dA623pZsk7BFs
clu0yll3w0006dl1n6vun6gr6,Jane,character,clu0x2c6v0006a91n5czvcv7q,"0x36a186e086eC91983667cDDCD858Ed9795CDEa76",,,https://arweave.net/8fqLXds6PbBmIdxeOmeI9J1JvEIcN8eTv5DqCbnxOfQ
clu0yll3w0007dl1n2pw484jh,Lizzy,character,clu0x2c6w0007a91n91zybh47,"0x7ABc02934A22278d332d5c28c2075f5DDA956A24",,,https://arweave.net/7NEed8lljOcAwBlEoYHXkjxkGd2PQk1vERibPUAyXKg
clu0yll3w0008dl1nf43l4z78,Lydia,character,clu0x2c6w0008a91n3m694vbe,"0x178DCA93c86C1Add4746981Bb3447eA342A7f388",,,https://arweave.net/p26R4PNFK3qOorI-hypfN9yyWENl2nrNIoL4dRyjewM
clu0yll3x0009dl1n05wy5788,Wickham,character,clu0x2c6w0009a91ncv1r5ere,"0x8542C765a4b0EcfdD8171e35e88bFa9e00145389",,,https://arweave.net/8Vopu_JfTm9w0xJIbCHqijH4Nu7aANXYFb9uPi69Zds
clu10ace30000ht1nfvo3fvja,Agatha,character,clu0y6vxy00003m1nd57f0eiq,"0xDeBf5FaFC91a7D25a227b8F2EC113af54ced05CA",,,https://arweave.net/TtkdAgzZwKaBgam5XwUGVf6q6E7uO0hKezRRTpHexg4
clu10ace30001ht1nezjifnm5,Clerval,character,clu0y6vxz00013m1nfvrc2ehf,"0x3232E9FFEa11dB37C53e19305B341DFf079C8b4C",,,https://arweave.net/L4_w1x7zqrYh91B1u28Cvv1kbYdSJKEDrURfQn6wkkg
clu10ace40002ht1nfq6ddh4k,Elizabeth,character,clu0y6vxz00023m1n0yp0dxcw,"0x1e5DD4f84d6a350975f75eBc60a514DdC9b0DBf6",,,https://arweave.net/heg2WL6A0e2l1xqbtBXB7qel6fI1HHnG9qzlgjYUwZo
clu10ace40003ht1n8azsdk3x,Felix,character,clu0y6vxz00033m1n5j3g5t8y,"0x1EfAF5db23bfbcB9D669ebdC0AC0c31207EdC2E1",,,https://arweave.net/5R0JOaEpANqFT-ymheG1bg1COR6UwkJ_uhzIBW7_d7k
clu10ace40004ht1ngb0z5ozq,Frankenstein,character,clu0y6vxz00043m1n82te9m1p,"0x70f9BC96566E1E4394aA0375052fA91F9e2AbA2b",,,https://arweave.net/BlJaA_n_cONEm5X5W8i9dQSEJN0Bs5Bp-l2Uzn6kvpk
clu10ace40005ht1n1w5gemnh,Henry,character,clu0y6vxz00053m1n9dw54ke9,"0x853f4c23f15e7B93C76B18aEC22DB50cb8eee044",,,https://arweave.net/uagip4CfWtxsiTumk9FZC1GQmiZXZGruBoK_CHUlGuI
clu10ace40006ht1n8iydh3pm,Justine,character,clu0y6vxz00063m1nevq9htkf,"0x734d361776a2D863ad7F9d67Cfa5a84Eb2D690d9",,,https://arweave.net/7O1fOvhHkU887Vw8w8OmKEX0AJOpKArl180RnuRal5M
clu10ace40007ht1n0xb53xik,Safie,character,clu0y6vy000073m1n0blb8f8i,"0xA21a8028121eFfe74446852fbF7196f3ac5a0514",,,https://arweave.net/V76qww_sEUsHkg8nbBeoDHYKfgmV-6t5Tz382B3rRjU
clu10ace50008ht1ne8o08fy6,Victor,character,clu0y6vy000083m1n8u1a3bil,"0xb4498d7Af043632b0Dae0b923cACBc918F962a2b",,,https://arweave.net/7H0PSsOX1A6JEbP8heYB7hByiSP2av0uP4OR4t24muE
clu10ace50009ht1n5im18tdr,William,character,clu0y6vy000093m1ne259atmr,"0x66155e3BC6a9225f20e250171e3Ca1C6F51A9117",,,https://arweave.net/GCrkkczAk8RFhilhlA45-5-3xGsMi1fF366qOp6TpjY
clu1z3h470000ds1ndmvx0ow0,Darling,character,clu0y7q8l0000591n5lni1gdp,"0x0024EE830d1D7680A561338B91e51ceEbC9261F3",,,https://arweave.net/eiJDyfUqiqLSm3bVoo1YdBJr4d14owyCOGd1rmzy8sA
clu1z3h470001ds1n6lqu2012,Hook,character,clu0y7q8m0001591n1uuw4nwl,"0x122A5F77D09ad93B66771224Ecfaaa248252e258",,,https://arweave.net/4ZzlWV4EqK9ipr7EDk4KxJ3kaKLVUEDF_njWPXWHmfk
clu1z3h480002ds1n9w5i59ko,John,character,clu0y7q8m0002591na2t90p47,"0xF02CEaf7cc42E1AC67826CFF879bE2AA64350D8E",,,https://arweave.net/Mi-EfEq0nDJ8f68_jIKO0gX7JWMghz61Iqj1OHcb-aQ
clu1z3h480003ds1ngcyx7gie,Michael,character,clu0y7q8n0003591n9l93by0m,"0xEE3B0d6B76AE133B259277D82c26314Be2FE270a",,,https://arweave.net/PeBDJMiDIEnBRKIogY2SzM3DeT5oqejiepJ1zhBHkwo
clu1z3h480004ds1n3tkue8an,Nana,character,clu0y7q8n0004591n6zb72g0m,"0xCE511dD1aA674a1733Cf330BeDE45213a1c36Bc3",,,https://arweave.net/IP8Q4n9Q_HWeFb3SWISRiTV64iTg9X9hatF3iyUu718
clu1z3h480005ds1ngzyb892v,Peter,character,clu0y7q8n0005591n4jyodaha,"0x5ce6E9AD065c1295560ddF33d87cfBe640214a6D",,,https://arweave.net/penT_SsIGec9moVYTSXI1xuIe5Cw4jmtx5hbARrnUt8
clu1z3h480006ds1nbafqc9sa,Smee,character,clu0y7q8n0006591n3q0xavsq,"0xFdBF3d64BC681A503D78Ea3e4c0963Ea19c90a5b",,,https://arweave.net/T8LhrQR2T7bl4J_0VgKklk_XHP-2uU5nC5FpOWCi88E
clu1z3h480007ds1n7h9p4yan,Tink,character,clu0y7q8n0007591n23d9d19m,"0xbEEdFE675F7E6bE4Ac0BfDf8cfBA5baBaE41f91B",,,https://arweave.net/6Eyd8OT5n0jPZblCXIpbb-SULM4Utjb3VL5nqcETpyo
clu1z3h480008ds1n0l305yv9,Tootles,character,clu0y7q8n0008591nc8hm83xu,"0x4C7ed8896A01988918F3F104D8ecDFccFce5da58",,,https://arweave.net/WS2WVtkoK1pXgCyFeSqBv4SCZsWP1qAiX2NlO1xJpns
clu1z3h490009ds1nbolthpzo,Wendy,character,clu0y7q8n0009591n17gddiw1,"0xf7Dae48E8613F0338BAcD7B93e50490454c64919",,,https://arweave.net/7uBTlVsXp7Px0-sw-49oNOLeDd5NNUx-ikFFz9zVC3c
clu1zb78s0000kf1n9bhqhmsq,Archer,character,clu0y8ju400006z1ncd9p8l5e,"0x4FA63362c096E49400BC94f2Afb7b065C57c1347",,,https://arweave.net/Gyr9NMr7OTlKenohThsVAwk32YmXiq0_IT36eFCEefk
clu1zb78t0001kf1nh9z7hsqm,Beaufort,character,clu0y8ju500016z1n8ml54ows,"0xE48a5653dC73b3282F8b63Bb9Da17285c4168cF5",,,https://arweave.net/d-HBWDj-pupPgqgSCxIRHvCSX7oAQb5I-AxQ1Sk6S_8
clu1zb78t0002kf1nfoikalrg,Ellen,character,clu0y8ju500026z1n0llq37iw,"0xD43a6de973f81A6911ecC63dE42c00D69cbbf866",,,https://arweave.net/k0Ex_DPWZHRU1_zrTaMlyQEtwwYjpYw4goZqCIMPCHU
clu1zb78u0003kf1nalm0bho7,Letterblair,character,clu0y8ju500036z1n12mg2sxs,"0xeA05515707ea16598c94559c850315b58029d6cb",,,https://arweave.net/vXGVdID7bbVMcNCrtCEPa6lzzYPMRsJ4s1ydw3yLs1E
clu1zb78u0004kf1n30pb8mgn,May,character,clu0y8ju500046z1nah0ycbpq,"0xCbEb34641086F74dF0D11cAc6Ff36242b21AB195",,,https://arweave.net/5yLyRoWNUiNRUPneTUskubjSiAfykOg9Jz4kJVs-DNk
clu1zb78u0005kf1n9q333wyx,Mingott,character,clu0y8ju600056z1n9ohkb56c,"0x4c945FB8a6B4c01FE78DFFc716a249FFaF72E441",,,https://arweave.net/799gQy6MMyJSyxQk65IKMOlEBvDJXdxaBlYqFomrhIw
clu1zb78u0006kf1n7wds8gff,Newland,character,clu0y8ju600066z1ndadj9fsg,"0x41bC6dB0819275166b874732A6611e5253B8A2Fd",,,https://arweave.net/v90mZNATdBLRfy3b52d-sCEJIsCYr1Alftd7RUZZsFA
clu1zb78u0007kf1n357f3h0i,Olenska,character,clu0y8ju600076z1n66cy4r09,"0x844e8a48DFb26d27774E21d0C05Ff68E2Ab121A0",,,https://arweave.net/1w5APQVYmaRIACboIx9il83CXXP6M5_6cYWVW38xK6s
clu1zb78u0008kf1n0l1jc16y,van_der_Luyden,character,clu0y8ju600086z1ndvcc1cwc,"0x2e0a45a6916178Cc56B33882ca305269edEdE00C",,,https://arweave.net/6G_8vYmszyEYkZeYArJUofarD72_rA3dumnfb1BP3GM
clu1zb78u0009kf1n7zkg4va1,Welland,character,clu0y8ju600096z1n9w15ds93,"0xD8c4107008F413B8d2A6385ea80a454fdA5d8c15",,,https://arweave.net/JeF85LTMbGGlGilcDaXiVdWByaSZQgPZNgvirjJQ0A8
clu1zgdxs0000po1nfdkfaujd,Akela,character,clu0y9my000008v1nhpdugt60,"0x31f2a2Ec12d6A091B01791C65e0d1d25fd4940D8",,,https://arweave.net/zM1QZwGt4P9BNSPf3DHcDSztJ8olXNsPh5mdSULCjVE
clu1zgdxs0001po1n48v85rt7,Bagheera,character,clu0y9my100018v1n9ensfkwh,"0x076B3951970B93382AF034490dbA024D1BD254Fe",,,https://arweave.net/5_8PjtZuuxxAkEzKKp4WFapqJM-OmL3-bjSMON4rr1E
clu1zgdxt0002po1n2iwe5hnd,Baloo,character,clu0y9my100028v1n71szh3ul,"0x1C3c7f0Fbfbddb552b7B8466643fC35B2014CB2A",,,https://arweave.net/7rXIEBe7nArNXeqJiGv7smSeZ86unIaLaPM9PXD4tVA
clu1zgdxt0003po1n6q5o1vt0,Kaa,character,clu0y9my100038v1ndqpdh3xa,"0xf5551B741dF26C1AA0ED5dFc8Ef341a2d08F75f8",,,https://arweave.net/wKGNYNMykLQDj114fDDrETFJFrQ4-TjtG916EhTByMQ
clu1zgdxt0004po1nbn0m2nk6,Kala_Nag,character,clu0y9my100048v1n4qtlf87l,"0x69C30f5eeD6f002c9C2A99a4b2EF0aF11941A9b7",,,https://arweave.net/uX3BX3F-nz1qSREfp5qqEaqmZQhCtgrnNpaVxA8JHvk
clu1zgdxt0005po1ndfik06tj,Mowgli,character,clu0y9my100058v1n63yuflku,"0xa76D1D34e9E208Cdd5bc1A4c04C53Ea78037d86D",,,https://arweave.net/pgE3ZUVV25mGQrjYekaU5aW5hfvCn6EyUfNhlx-knhM
clu1zgdxt0006po1ngmxl2k7e,Rikki-tikki,character,clu0y9my200068v1n8th90ci5,"0x72FDC23455970F70dc1B58fFfb4075035b251Cdd",,,https://arweave.net/N3a8zMmsGbDCkEgxKFSvqBFFo5c7o-BNtObvJZqw98w
